Date,Open,High,Low,Close,Adj Close,Volume
2001-03-22,4992.299805,5001.080078,4804.399902,4824.819824,4824.819824,0
2001-03-23,4922.390137,4968.52002,4911.540039,4951.129883,4951.129883,0
2001-03-26,5004.25,5127.140137,4982.609863,5124.799805,5124.799805,0
2001-03-27,5104.459961,5235.600098,5079.620117,5235.600098,5235.600098,0
2001-03-28,5243.200195,5243.200195,5118.779785,5150.430176,5150.430176,0
2001-03-29,5072.47998,5163.120117,5028.72998,5157.919922,5157.919922,0
2001-03-30,5132.490234,5233.680176,5132.089844,5180.450195,5180.450195,0
2001-04-02,5218.47998,5218.47998,5111.819824,5210.47998,5210.47998,0
2001-04-03,5153.140137,5153.140137,4989.72998,5004.0,5004.0,0
2001-04-04,4946.209961,5086.209961,4872.919922,5071.819824,5071.819824,0
2001-04-05,5104.240234,5196.720215,5085.160156,5158.560059,5158.560059,0
2001-04-06,5232.089844,5232.950195,5087.490234,5139.709961,5139.709961,0
2001-04-09,5106.660156,5217.279785,5102.410156,5183.220215,5183.220215,0
2001-04-10,5213.77002,5335.720215,5192.140137,5331.22998,5331.22998,0
2001-04-11,5345.549805,5403.870117,5309.649902,5361.529785,5361.529785,0
2001-04-12,5359.669922,5402.720215,5329.600098,5372.709961,5372.709961,0
2001-04-17,5271.240234,5362.109863,5216.569824,5340.97998,5340.97998,0
2001-04-18,5429.180176,5533.799805,5416.319824,5505.080078,5505.080078,0
2001-04-19,5530.5,5531.810059,5436.939941,5480.049805,5480.049805,0
2001-04-20,5483.450195,5530.620117,5431.080078,5449.339844,5449.339844,0
2001-04-23,5424.319824,5432.839844,5370.509766,5396.850098,5396.850098,0
2001-04-24,5399.609863,5488.330078,5391.450195,5424.430176,5424.430176,0
2001-04-25,5407.990234,5425.120117,5374.52002,5407.839844,5407.839844,0
2001-04-26,5418.680176,5491.529785,5374.220215,5481.72998,5481.72998,0
2001-04-27,5461.669922,5607.120117,5444.819824,5575.970215,5575.970215,0
2001-04-30,5580.459961,5653.140137,5570.740234,5640.029785,5640.029785,0
2001-05-02,5661.080078,5670.02002,5571.490234,5572.910156,5572.910156,0
2001-05-03,5605.620117,5614.209961,5457.069824,5457.069824,5457.069824,0
2001-05-04,5455.240234,5502.709961,5378.359863,5455.549805,5455.549805,0
2001-05-07,5492.080078,5527.040039,5471.390137,5498.52002,5498.52002,0
2001-05-08,5494.379883,5558.52002,5460.759766,5516.930176,5516.930176,0
2001-05-09,5486.75,5497.089844,5440.740234,5492.080078,5492.080078,0
2001-05-10,5482.029785,5624.509766,5481.209961,5606.459961,5606.459961,0
2001-05-11,5580.72998,5607.580078,5549.5,5567.25,5567.25,0
2001-05-14,5523.330078,5533.970215,5469.870117,5487.720215,5487.720215,0
2001-05-15,5513.640137,5545.330078,5462.060059,5544.129883,5544.129883,0
2001-05-16,5502.97998,5523.640137,5433.310059,5522.689941,5522.689941,0
2001-05-17,5607.319824,5632.540039,5569.660156,5592.649902,5592.649902,0
2001-05-18,5569.879883,5658.259766,5562.430176,5638.240234,5638.240234,0
2001-05-21,5647.350098,5660.689941,5584.720215,5652.040039,5652.040039,0
2001-05-22,5687.709961,5728.52002,5675.540039,5693.470215,5693.470215,0
2001-05-23,5663.870117,5688.640137,5630.740234,5630.740234,5630.740234,0
2001-05-24,5619.009766,5680.259766,5615.120117,5656.470215,5656.470215,0
2001-05-25,5651.060059,5661.339844,5568.22998,5581.939941,5581.939941,0
2001-05-28,5584.540039,5644.410156,5575.919922,5606.319824,5606.319824,0
2001-05-29,5588.740234,5631.390137,5537.509766,5542.27002,5542.27002,0
2001-05-30,5533.700195,5539.459961,5440.060059,5444.27002,5444.27002,0
2001-05-31,5420.740234,5472.759766,5405.660156,5454.189941,5454.189941,0
2001-06-01,5453.290039,5471.410156,5387.759766,5432.709961,5432.709961,0
2001-06-06,5535.459961,5546.600098,5491.259766,5496.490234,5496.490234,0
2001-06-07,5474.240234,5500.990234,5431.720215,5453.390137,5453.390137,0
2001-06-08,5479.069824,5537.899902,5439.930176,5439.930176,5439.930176,0
2001-06-11,5432.25,5478.580078,5413.609863,5418.470215,5418.470215,0
2001-06-12,5418.27002,5430.890137,5300.069824,5311.939941,5311.939941,0
2001-06-13,5340.779785,5369.180176,5334.240234,5353.629883,5353.629883,0
2001-06-14,5304.569824,5322.490234,5276.779785,5297.069824,5297.069824,0
2001-06-15,5258.589844,5282.560059,5192.350098,5243.839844,5243.839844,0
2001-06-18,5225.939941,5244.680176,5160.279785,5160.279785,5160.279785,0
2001-06-19,5159.209961,5248.339844,5159.209961,5199.410156,5199.410156,0
2001-06-20,5186.779785,5186.779785,5114.72998,5170.490234,5170.490234,0
2001-06-21,5204.149902,5211.669922,5121.609863,5134.970215,5134.970215,0
2001-06-22,5163.109863,5213.180176,5150.399902,5183.669922,5183.669922,0
2001-06-25,5145.439941,5230.549805,5144.660156,5213.459961,5213.459961,0
2001-06-26,5199.080078,5204.450195,5077.0,5090.72998,5090.72998,0
2001-06-27,5099.799805,5110.72998,5053.109863,5057.720215,5057.720215,0
2001-06-28,5055.319824,5135.100098,4967.609863,5133.560059,5133.560059,0
2001-06-29,5139.0,5225.330078,5123.330078,5225.330078,5225.330078,0
2001-07-02,5215.75,5299.899902,5187.129883,5296.509766,5296.509766,0
2001-07-03,5269.779785,5273.180176,5205.779785,5205.779785,5205.779785,0
2001-07-04,5222.310059,5222.310059,5139.5,5175.129883,5175.129883,0
2001-07-05,5115.560059,5148.72998,5096.450195,5123.830078,5123.830078,0
2001-07-06,5088.189941,5088.189941,4992.459961,4999.359863,4999.359863,0
2001-07-09,5008.859863,5039.959961,4903.060059,5027.370117,5027.370117,0
2001-07-10,5013.529785,5067.410156,4960.129883,4973.399902,4973.399902,0
2001-07-11,4880.509766,4958.319824,4880.509766,4914.680176,4914.680176,0
2001-07-12,4996.069824,5010.0,4948.359863,4961.430176,4961.430176,0
2001-07-13,5000.689941,5028.529785,4933.25,5025.240234,5025.240234,0
