uuid,market-timestamp,host-timestamp,cashflow,selected-company,form-action,chart-type,is_news_description_displayed,news_title
73254e7b-7b34-449c-81dd-fec5d446086a,2005-04-11T00:00:00,1721137300.896263,100000,SAN.PA,sell,market,False,
