ACA.PA-shares,ACA.PA-total,AI.PA-shares,AI.PA-total,AIR.PA-shares,AIR.PA-total,BN.PA-shares,BN.PA-total,BNP.PA-shares,BNP.PA-total,CS.PA-shares,CS.PA-total,DG.PA-shares,DG.PA-total,DSY.PA-shares,DSY.PA-total,EL.PA-shares,EL.PA-total,KER.PA-shares,KER.PA-total,MC.PA-shares,MC.PA-total,OR.PA-shares,OR.PA-total,RI.PA-shares,RI.PA-total,RMS.PA-shares,RMS.PA-total,SAF.PA-shares,SAF.PA-total,SAN.PA-shares,SAN.PA-total,STLAM.MI-shares,STLAM.MI-total,STMPA.PA-shares,STMPA.PA-total,SU.PA-shares,SU.PA-total,TTE.PA-shares,TTE.PA-total,cashflow,host-timestamp,last-news,market-timestamp,nbr-news-displayed,news-mode,request 1,request 10,request 2,request 3,request 4,request 5,request 6,request 7,request 8,request 9,selected-company,selected-graph,selected-news
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,1718808611.9803,Hermès : nouveau record absolu à 2.362E,2024-03-13 01:00:00+01:00,1000,news-description,,,,,,,,,,,MC.PA,tab-market,"ST-Micro prend +3,8% ce 1er mars, s'adjugeant ainsi +3,9% en hebdo : tout s'est joué ce vendredi et le cours soulève la résistance  des 43,2E du 12 février: les prochains objectifs à la hausse se situent vers 45E (résistance oblique moyen terme) puis 46,8E, le zénith du 15 décembre 2023."
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,1718808614.96155,Vinci: s'intéresse à l'électrification du transport routier,2024-03-14 01:00:00+01:00,1000,news-description,,,,,,,,,,,MC.PA,tab-market,"ST-Micro prend +3,8% ce 1er mars, s'adjugeant ainsi +3,9% en hebdo : tout s'est joué ce vendredi et le cours soulève la résistance  des 43,2E du 12 février: les prochains objectifs à la hausse se situent vers 45E (résistance oblique moyen terme) puis 46,8E, le zénith du 15 décembre 2023."
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,1718808616.562263,"Vinci : net recul du trafic sur ses autoroutes en février, hausse dans les aéroports",2024-03-15 01:00:00+01:00,1000,news-description,,,,,,,,,,,MC.PA,tab-market,"ST-Micro prend +3,8% ce 1er mars, s'adjugeant ainsi +3,9% en hebdo : tout s'est joué ce vendredi et le cours soulève la résistance  des 43,2E du 12 février: les prochains objectifs à la hausse se situent vers 45E (résistance oblique moyen terme) puis 46,8E, le zénith du 15 décembre 2023."
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,1718808619.25503,"Vinci : net recul du trafic sur ses autoroutes en février, hausse dans les aéroports",2024-03-16 01:00:00+01:00,1000,news-description,,,,,,,,,,,MC.PA,tab-market,"ST-Micro prend +3,8% ce 1er mars, s'adjugeant ainsi +3,9% en hebdo : tout s'est joué ce vendredi et le cours soulève la résistance  des 43,2E du 12 février: les prochains objectifs à la hausse se situent vers 45E (résistance oblique moyen terme) puis 46,8E, le zénith du 15 décembre 2023."
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,1718808622.229126,"Vinci : net recul du trafic sur ses autoroutes en février, hausse dans les aéroports",2024-03-17 01:00:00+01:00,1000,news-description,,,,,,,,,,,MC.PA,tab-market,"ST-Micro prend +3,8% ce 1er mars, s'adjugeant ainsi +3,9% en hebdo : tout s'est joué ce vendredi et le cours soulève la résistance  des 43,2E du 12 février: les prochains objectifs à la hausse se situent vers 45E (résistance oblique moyen terme) puis 46,8E, le zénith du 15 décembre 2023."
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,1718808625.279036,TotalEnergies membre d'une une coalition internationale pour soutenir le e-gaz,2024-03-18 01:00:00+01:00,1000,news-description,,,,,,,,,,,MC.PA,tab-market,"ST-Micro prend +3,8% ce 1er mars, s'adjugeant ainsi +3,9% en hebdo : tout s'est joué ce vendredi et le cours soulève la résistance  des 43,2E du 12 février: les prochains objectifs à la hausse se situent vers 45E (résistance oblique moyen terme) puis 46,8E, le zénith du 15 décembre 2023."
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,1718808628.248776,Kering : les revenus trimestriels de Gucci devraient être en retrait de près de 20% en comparable,2024-03-19 01:00:00+01:00,1000,news-description,,,,,,,,,,,MC.PA,tab-market,"ST-Micro prend +3,8% ce 1er mars, s'adjugeant ainsi +3,9% en hebdo : tout s'est joué ce vendredi et le cours soulève la résistance  des 43,2E du 12 février: les prochains objectifs à la hausse se situent vers 45E (résistance oblique moyen terme) puis 46,8E, le zénith du 15 décembre 2023."
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,1718808631.228626,Hermès poursuivi par des clients américains incapables d'acheter ses sacs Birkin,2024-03-20 01:00:00+01:00,1000,news-description,,,,,,,,,,,MC.PA,tab-market,"ST-Micro prend +3,8% ce 1er mars, s'adjugeant ainsi +3,9% en hebdo : tout s'est joué ce vendredi et le cours soulève la résistance  des 43,2E du 12 février: les prochains objectifs à la hausse se situent vers 45E (résistance oblique moyen terme) puis 46,8E, le zénith du 15 décembre 2023."
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,1718808634.245996,LVMH: nouvelles fonctions pour Toni Belloni,2024-03-21 01:00:00+01:00,1000,news-description,,,,,,,,,,,MC.PA,tab-market,"ST-Micro prend +3,8% ce 1er mars, s'adjugeant ainsi +3,9% en hebdo : tout s'est joué ce vendredi et le cours soulève la résistance  des 43,2E du 12 février: les prochains objectifs à la hausse se situent vers 45E (résistance oblique moyen terme) puis 46,8E, le zénith du 15 décembre 2023."
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,1718808637.213372,"Kering : décroche vers 360E, préserver 346E sera impératif",2024-03-22 01:00:00+01:00,1000,news-description,,,,,,,,,,,MC.PA,tab-market,"ST-Micro prend +3,8% ce 1er mars, s'adjugeant ainsi +3,9% en hebdo : tout s'est joué ce vendredi et le cours soulève la résistance  des 43,2E du 12 février: les prochains objectifs à la hausse se situent vers 45E (résistance oblique moyen terme) puis 46,8E, le zénith du 15 décembre 2023."
