uuid,market-timestamp,host-timestamp,cashflow,selected-company,form-action,chart-type,is_news_description_displayed,news_title
f0525706-19db-4f6e-b2fd-128d02ebc7c2,2005-04-11T00:00:00,1721137407.817509,100000,SAN.PA,sell,market,False,
65e6d6a1-0a31-444b-8215-21d1fe8d29bb,2005-04-11T00:00:00,1721137411.165792,100000,ANT,sell,market,False,
d6260b39-a914-48c6-9fdb-e3c9dcda22f0,2005-04-20T00:00:00,1721137455.536281,100000,ANT,sell,market,False,
9a14451f-4219-4b8f-9cf8-9e666d5d3ed6,2005-04-20T00:00:00,1721137455.575947,100000,ANT,sell,market,False,
5bc77f20-45cc-48a2-b0ec-b1738d9aa4ae,2005-04-20T00:00:00,1721137456.5984,100000,SAN.PA,sell,market,False,
e1a4ed66-c905-4928-8287-021ea271c6aa,2005-04-21T00:00:00,1721137463.177823,100000,ANT,sell,market,False,
