Date,Open,High,Low,Close,Adj Close,Volume
2002-06-18,4048.790039,4048.790039,3977.919922,4004.929932,4004.929932,0
2002-06-19,3933.22998,3958.439941,3905.969971,3935.580078,3935.580078,0
2002-06-20,3892.080078,3919.659912,3819.419922,3832.070068,3832.070068,0
2002-06-21,3789.27002,3886.949951,3736.22998,3799.530029,3799.530029,0
2002-06-24,3796.570068,3823.889893,3664.169922,3669.23999,3669.23999,0
2002-06-25,3733.179932,3779.560059,3721.870117,3766.399902,3766.399902,0
2002-06-26,3583.830078,3702.629883,3561.23999,3701.129883,3701.129883,0
2002-06-27,3765.409912,3801.659912,3709.850098,3742.780029,3742.780029,0
2002-06-28,3815.290039,3897.98999,3800.939941,3897.98999,3897.98999,0
2002-07-01,3886.120117,3973.929932,3857.949951,3897.370117,3897.370117,0
2002-07-02,3827.679932,3841.360107,3726.52002,3735.659912,3735.659912,0
2002-07-03,3731.540039,3776.689941,3623.330078,3623.330078,3623.330078,0
2002-07-04,3700.860107,3715.280029,3665.0,3697.129883,3697.129883,0
2002-07-05,3739.860107,3864.540039,3734.659912,3863.280029,3863.280029,0
2002-07-08,3835.080078,3895.659912,3820.310059,3858.350098,3858.350098,0
2002-07-09,3839.889893,3886.429932,3756.399902,3819.01001,3819.01001,0
2002-07-10,3746.23999,3751.090088,3656.379883,3656.379883,3656.379883,0
2002-07-11,3574.300049,3605.459961,3512.100098,3512.100098,3512.100098,0
2002-07-12,3610.02002,3634.560059,3459.219971,3513.340088,3513.340088,0
2002-07-15,3504.300049,3559.0,3322.790039,3323.73999,3323.73999,0
2002-07-16,3419.590088,3422.040039,3198.340088,3317.810059,3317.810059,0
2002-07-17,3276.280029,3471.909912,3273.719971,3440.879883,3440.879883,0
2002-07-18,3462.22998,3559.560059,3428.600098,3513.709961,3513.709961,0
2002-07-19,3492.310059,3492.310059,3319.379883,3324.040039,3324.040039,0
2002-07-22,3298.030029,3298.030029,3149.689941,3149.689941,3149.689941,0
2002-07-23,3184.709961,3243.439941,3026.72998,3070.159912,3070.159912,0
2002-07-24,3009.379883,3083.709961,2898.600098,3023.689941,3023.689941,0
2002-07-25,3175.52002,3203.600098,3067.889893,3149.719971,3149.719971,0
2002-07-26,3113.860107,3175.570068,3029.47998,3172.560059,3172.560059,0
2002-07-29,3203.830078,3395.830078,3183.929932,3395.830078,3395.830078,0
2002-07-30,3440.379883,3449.530029,3347.75,3379.850098,3379.850098,0
2002-07-31,3429.449951,3515.699951,3320.149902,3415.379883,3415.379883,0
2002-08-01,3426.939941,3460.780029,3231.659912,3240.709961,3240.709961,0
2002-08-02,3257.659912,3279.219971,3200.040039,3245.370117,3245.370117,0
2002-08-05,3281.689941,3281.689941,3115.379883,3115.379883,3115.379883,0
2002-08-06,3072.040039,3288.969971,3013.800049,3284.790039,3284.790039,0
2002-08-07,3300.52002,3374.939941,3258.02002,3270.51001,3270.51001,0
2002-08-08,3331.820068,3404.169922,3312.129883,3388.449951,3388.449951,0
2002-08-09,3414.070068,3449.459961,3338.820068,3447.939941,3447.939941,0
2002-08-12,3416.679932,3435.0,3341.100098,3364.439941,3364.439941,0
2002-08-13,3386.51001,3402.26001,3307.080078,3390.22998,3390.22998,0
2002-08-14,3305.320068,3338.01001,3240.810059,3240.810059,3240.810059,0
2002-08-15,3341.360107,3392.870117,3314.159912,3375.01001,3375.01001,0
2002-08-16,3384.399902,3402.25,3298.909912,3374.090088,3374.090088,0
2002-08-19,3344.77002,3493.01001,3344.23999,3493.01001,3493.01001,0
2002-08-20,3479.870117,3506.620117,3420.0,3440.620117,3440.620117,0
2002-08-21,3446.800049,3543.25,3441.290039,3485.209961,3485.209961,0
2002-08-22,3521.189941,3593.169922,3517.139893,3592.600098,3592.600098,0
2002-08-23,3601.409912,3601.409912,3515.600098,3526.090088,3526.090088,0
2002-08-26,3505.090088,3558.830078,3471.280029,3471.280029,3471.280029,0
2002-08-27,3498.810059,3574.389893,3477.090088,3570.5,3570.5,0
