Date,Open,High,Low,Close,Adj Close,Volume
2006-03-06,5025.720215,5037.049805,5010.720215,5010.720215,5010.720215,129514800
2006-03-07,4989.930176,4996.689941,4968.720215,4992.209961,4992.209961,123852400
2006-03-08,5000.990234,5005.879883,4927.589844,4969.509766,4969.509766,149103600
2006-03-09,5007.959961,5012.419922,4981.049805,5007.839844,5007.839844,133724400
2006-03-10,4993.910156,5069.27002,4986.919922,5069.27002,5069.27002,117575400
2006-03-13,5094.22998,5112.700195,5085.740234,5107.470215,5107.470215,99056200
2006-03-14,5095.240234,5117.160156,5088.120117,5117.160156,5117.160156,109949800
2006-03-15,5131.040039,5141.549805,5119.609863,5127.930176,5127.930176,121084200
2006-03-16,5130.540039,5136.640137,5105.620117,5126.009766,5126.009766,110239600
2006-03-17,5133.089844,5171.379883,5124.75,5141.080078,5141.080078,165232800
2006-03-20,5161.209961,5174.140137,5131.310059,5138.509766,5138.509766,96421400
2006-03-21,5136.919922,5148.560059,5098.379883,5148.560059,5148.560059,119449400
2006-03-22,5142.470215,5201.279785,5132.950195,5194.779785,5194.779785,181240200
2006-03-23,5204.680176,5205.609863,5179.660156,5194.779785,5194.779785,132081000
2006-03-24,5198.27002,5226.370117,5194.200195,5218.709961,5218.709961,152767600
2006-03-27,5212.390137,5218.850098,5162.069824,5162.439941,5162.439941,93518000
2006-03-28,5170.970215,5189.939941,5134.339844,5149.990234,5149.990234,104814800
2006-03-29,5144.120117,5189.620117,5143.660156,5180.25,5180.25,85148600
2006-03-30,5204.910156,5246.740234,5203.359863,5240.100098,5240.100098,117118000
2006-03-31,5227.049805,5247.310059,5211.069824,5220.850098,5220.850098,105696600
2006-04-03,5251.560059,5258.509766,5231.100098,5255.259766,5255.259766,124339800
2006-04-04,5241.709961,5241.709961,5203.910156,5205.810059,5205.810059,116863600
2006-04-05,5214.439941,5230.870117,5187.330078,5221.029785,5221.029785,120031200
2006-04-06,5232.410156,5245.560059,5200.459961,5222.359863,5222.359863,116226200
2006-04-07,5221.839844,5241.0,5174.959961,5174.959961,5174.959961,114764800
2006-04-10,5170.049805,5190.870117,5155.830078,5190.27002,5190.27002,84382800
2006-04-11,5189.189941,5197.410156,5106.180176,5112.600098,5112.600098,126835600
2006-04-12,5106.47998,5110.799805,5058.350098,5085.109863,5085.109863,121817000
2006-04-13,5097.779785,5109.609863,5069.470215,5102.620117,5102.620117,82467200
2006-04-18,5097.560059,5101.930176,5073.509766,5095.970215,5095.970215,82229400
2006-04-19,5150.390137,5172.589844,5125.569824,5158.140137,5158.140137,108721800
2006-04-20,5158.240234,5227.129883,5158.240234,5206.790039,5206.790039,121195000
2006-04-21,5223.830078,5252.379883,5221.560059,5252.379883,5252.379883,109810200
2006-04-24,5227.700195,5239.379883,5219.27002,5221.439941,5221.439941,87307000
2006-04-25,5238.640137,5255.149902,5227.939941,5235.339844,5235.339844,103482600
2006-04-26,5244.470215,5261.600098,5241.990234,5252.319824,5252.319824,104366800
2006-04-27,5257.759766,5257.759766,5169.97998,5213.549805,5213.549805,169400000
2006-04-28,5211.140137,5219.069824,5184.27002,5188.399902,5188.399902,116765400
2006-05-02,5187.339844,5249.470215,5185.680176,5241.189941,5241.189941,116350600
2006-05-03,5260.569824,5267.509766,5193.939941,5193.939941,5193.939941,134590000
2006-05-04,5198.120117,5241.490234,5187.720215,5233.700195,5233.700195,98354400
2006-05-05,5244.209961,5287.240234,5237.52002,5286.399902,5286.399902,105246600
2006-05-08,5297.5,5315.029785,5277.310059,5282.399902,5282.399902,85185000
2006-05-09,5292.290039,5312.180176,5272.819824,5312.180176,5312.180176,111713600
2006-05-10,5285.149902,5310.649902,5276.459961,5278.27002,5278.27002,126916200
2006-05-11,5284.060059,5329.160156,5259.120117,5262.939941,5262.939941,170039800
2006-05-12,5226.810059,5238.399902,5150.450195,5150.450195,5150.450195,212419200
2006-05-15,5130.529785,5137.430176,5052.799805,5064.850098,5064.850098,187040400
2006-05-16,5065.490234,5100.709961,5042.220215,5081.689941,5081.689941,150327200
2006-05-17,5103.580078,5110.200195,4920.310059,4920.310059,4920.310059,181139600
2006-05-18,4922.310059,4959.810059,4841.77002,4908.689941,4908.689941,199366800
2006-05-19,4933.72998,4964.839844,4906.740234,4944.569824,4944.569824,179287000
2006-05-22,4934.109863,4934.109863,4798.810059,4813.5,4813.5,183981800
2006-05-23,4847.52002,4963.100098,4847.52002,4931.529785,4931.529785,196174800
2006-05-24,4892.709961,4908.77002,4822.600098,4870.02002,4870.02002,150904800
