Date,Open,High,Low,Close,Adj Close,Volume
2000-05-11,6204.100098,6389.0,6162.25,6380.129883,6380.129883,0
2000-05-12,6418.910156,6482.029785,6375.27002,6449.27002,6449.27002,0
2000-05-15,6421.790039,6465.779785,6392.27002,6392.27002,6392.27002,0
2000-05-16,6461.049805,6571.649902,6454.259766,6557.390137,6557.390137,0
2000-05-17,6534.540039,6539.399902,6432.939941,6453.049805,6453.049805,0
2000-05-18,6423.100098,6496.0,6418.220215,6451.970215,6451.970215,0
2000-05-19,6425.27002,6428.220215,6186.759766,6196.049805,6196.049805,0
2000-05-22,6184.040039,6249.180176,6029.810059,6094.169922,6094.169922,0
2000-05-23,6153.959961,6206.439941,6084.200195,6148.560059,6148.560059,0
2000-05-24,6003.899902,6082.629883,6003.899902,6027.100098,6027.100098,0
2000-05-25,6136.319824,6179.529785,6109.109863,6129.660156,6129.660156,0
2000-05-26,6052.22998,6166.450195,6017.790039,6129.149902,6129.149902,0
2000-05-29,6185.990234,6237.02002,6181.830078,6205.129883,6205.129883,0
2000-05-30,6247.220215,6335.689941,6200.740234,6325.490234,6325.490234,0
2000-05-31,6380.209961,6443.680176,6337.310059,6426.259766,6426.259766,0
2000-06-01,6428.459961,6603.240234,6427.350098,6599.709961,6599.709961,0
2000-06-02,6565.350098,6780.660156,6556.149902,6673.52002,6673.52002,0
2000-06-05,6678.77002,6684.080078,6595.080078,6656.259766,6656.259766,0
2000-06-06,6612.569824,6697.310059,6571.580078,6589.77002,6589.77002,0
2000-06-07,6551.569824,6561.609863,6456.560059,6498.5,6498.5,0
2000-06-08,6533.669922,6602.950195,6462.399902,6523.660156,6523.660156,0
2000-06-09,6523.459961,6589.850098,6505.580078,6549.049805,6549.049805,0
2000-06-13,6510.819824,6596.669922,6466.040039,6532.839844,6532.839844,0
2000-06-14,6570.950195,6629.890137,6499.509766,6608.100098,6608.100098,0
2000-06-15,6597.72998,6622.22998,6506.109863,6512.97998,6512.97998,0
2000-06-16,6644.169922,6644.169922,6456.259766,6456.259766,6456.259766,0
2000-06-19,6436.470215,6522.009766,6436.200195,6505.160156,6505.160156,0
2000-06-20,6569.52002,6591.629883,6535.680176,6554.919922,6554.919922,0
2000-06-21,6537.410156,6573.490234,6460.859863,6490.759766,6490.759766,0
2000-06-22,6513.620117,6549.200195,6457.930176,6474.879883,6474.879883,0
