Date,Open,High,Low,Close,Adj Close,Volume
2015-04-01,5009.629883,5110.790039,5007.680176,5062.220215,5062.220215,121105100
2015-04-02,5068.060059,5080.529785,5059.419922,5074.140137,5074.140137,77337100
2015-04-07,5106.359863,5166.770020,5096.000000,5151.189941,5151.189941,111763000
2015-04-08,5146.779785,5168.029785,5128.180176,5136.859863,5136.859863,95958600
2015-04-09,5156.160156,5208.950195,5154.600098,5208.950195,5208.950195,100086000
2015-04-10,5224.220215,5240.649902,5210.609863,5240.459961,5240.459961,120562700
2015-04-13,5236.109863,5262.740234,5222.399902,5254.120117,5254.120117,116785400
2015-04-14,5252.479980,5260.779785,5192.890137,5218.060059,5218.060059,262666600
2015-04-15,5230.979980,5269.500000,5217.040039,5254.350098,5254.350098,259448500
2015-04-16,5246.750000,5255.240234,5214.939941,5224.490234,5224.490234,164371600
2015-04-17,5214.330078,5238.910156,5132.709961,5143.259766,5143.259766,188551300
2015-04-20,5154.910156,5187.589844,5151.120117,5187.589844,5187.589844,116468000
2015-04-21,5205.100098,5243.569824,5172.759766,5192.640137,5192.640137,139757100
2015-04-22,5210.700195,5225.859863,5146.270020,5211.089844,5211.089844,126766700
2015-04-23,5217.080078,5226.169922,5146.680176,5178.910156,5178.910156,128135000
2015-04-24,5202.629883,5225.390137,5166.810059,5201.450195,5201.450195,132942200
2015-04-27,5198.790039,5283.709961,5135.890137,5268.910156,5268.910156,128430000
2015-04-28,5256.790039,5256.790039,5138.299805,5173.379883,5173.379883,146716900
2015-04-29,5176.669922,5202.560059,5034.830078,5039.390137,5039.390137,149347400
2015-04-30,5040.509766,5069.040039,4987.259766,5046.490234,5046.490234,207097200
2015-05-04,5060.500000,5112.859863,5013.529785,5081.970215,5081.970215,110373300
